UPC	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
726452006291	LIGI EINDI DOLCTTO DGLINI DCG 13	LUIGI EINAUDI DOLCETTO DI DOGLIANI DOCG 2013	EMPSON USA INC	750 ML	16.5	106790	PINNACLE IMPORTS	CS	12	
726452006321	CH DYQUEM SAUTERNES 375ML 2006	CH. DYQUEM SAUTERNES 375ML 12PK 2006	AUDY	375 ML	415	114120	PINNACLE IMPORTS	CS	12	
726452006321	MARCRINI DOLCTTO FNTANAZZA	MARCARINI DOLCETTO DALBA FONTANAZZA DOC 2011	EMPSON USA INC	750 ML	16.5	106910	PINNACLE IMPORTS	CS	12	
726452006321	MARCRINI DOLCTTO FNTANAZZA	MARCARINI DOLCETTO DALBA FONTANAZZA 2009	EMPSON USA INC	750 ML	17.25	106909	PINNACLE IMPORTS	CS	12	
726452006369	CH DU CAILLAU MALBEC 2011	CH. DU CAILLAU MALBEC 2011	AQUITAINE WINE COMPANY	750 ML	12.75	113000	PINNACLE IMPORTS	CS	12	
726452006741	BORTOLUZZI PINOT GRIGIO IGT 2013	BORTOLUZZI PINOT GRIGIO IGT 2013	EMPSON USA INC	750 ML	16.5	106420	PINNACLE IMPORTS	CS	12	
726452009230	MATANE PRIMITIVO 2015	MATANE PRIMITIVO 2015	EMPSON USA INC	750 ML	12	10634013	PINNACLE IMPORTS	CS	12	
726452009230	CELLR PLA BLK SLTE PRRRA 15 DI	CELLER CAL PLA BLK SLATE LA PORRERA 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	17.25	124703	PINNACLE IMPORTS	CS	12	
726452009537	CONTRNO NBBOLO LNGHE GNSTRA	CONTERNO FANTINO NEBBIOLO DELLE LANGHE GINESTRA DOC 2009	EMPSON USA INC	750 ML	29.25	106710	PINNACLE IMPORTS	CS	12	
726452010038	PROSCCO CONGLNO 1875ML 241875ML	CANELLA PROSECCO DI CONEGLIANO NV 1875ML 24PK / 24/1875ML	EMPSON USA INC	187.5 ML	6	107410	PINNACLE IMPORTS	CS	24	
726452010052	CANELLA BRUTPROSECCODOC	CANELLA BRUTPROSECCODOC	EMPSON USA INC	750 ML	14.25	107420	PINNACLE IMPORTS	CS	12	
726452010151	FLIGNI ROSSO MONTLCNO GNESTRTO 	FULIGNI ROSSO DI MONTALCINO GINESTRETO DOC 2013	EMPSON USA INC	750 ML	29.5	116641	PINNACLE IMPORTS	CS	12	
726452010427	IL MOLNO DI GRCE IL VOLNO IGT 11	IL MOLINO DI GRACE IL VOLANO IGT 2011	EMPSON USA INC	750 ML	14.25	106456	PINNACLE IMPORTS	CS	12	
726452010434	MOLNO GRCE CHINTI CLSSCO DCG 13	IL MOLINO DI GRACE CHIANTI CLASSICO DOCG 2013	EMPSON USA INC	750 ML	22.5	106455	PINNACLE IMPORTS	CS	12	
726452011219	CONTERNO FANTINO MONPRA 2009	CONTERNO FANTINO MONPRA 2009 6PK	EMPSON USA INC	750 ML	44	106700	PINNACLE IMPORTS	CS	6	
726452011424	RME BARBRSCO CHIARAMNTI DCG 09	CA ROME BARBARESCO CHIARAMANTI DOCG 2009 6PK	EMPSON USA INC	750 ML	63	106670	PINNACLE IMPORTS	CS	6	
726452011615	BONGIOVANNI PERNANO BAROLO 2013	BONGIOVANNI PERNANO BAROLO 2013	EMPSON USA INC	750 ML	57	116520	PINNACLE IMPORTS	CS	6	
726452011844	CANELLA FUSION BELLINI NV 250ML	CANELLA FUSION BELLINI NV 250ML	EMPSON USA INC	250 ML	5.75	118971	PINNACLE IMPORTS	CS	24	
726452012346	FERGHTTNA FRANCIACORTA BRUT DOCG	FERGHETTINA FRANCIACORTA BRUT DOCG	EMPSON USA INC	750 ML	30.75	124170	PINNACLE IMPORTS	CS	6	
726452012803	PETRDLCE ARCHINRI ETNA BNCO 14	PIETRADOLCE ARCHINERI ETNA BIANCO 2014	EMPSON USA INC	750 ML	31	11654412	PINNACLE IMPORTS	CS	6	
726452012803	PETRDLCE ARCHINRI BARBAGLLI	PIETRADOLCE ARCHINERI VIGNA BARBAGALLI 2012	EMPSON USA INC	750 ML	80.5	11654410	PINNACLE IMPORTS	CS	6	
726452012810	PETRDLCE ARCHINRI ETNA ROSSO 12	PIETRADOLCE ARCHINERI ETNA ROSSO 2012 6PK	EMPSON USA INC	750 ML	31.5	116543	PINNACLE IMPORTS	CS	6	
726452012827	PETRDLCE ARCHINRI BARBAGLLI	PIETRADOLCE ARCHINERI VIGNA BARBAGALLI 2011	EMPSON USA INC	750 ML	80.5	11654411	PINNACLE IMPORTS	CS	6	
726452013053	LAGARIA PINOT GRIGIO 2016	LAGARIA PINOT GRIGIO 2016	EMPSON USA INC	750 ML	11.25	106511	PINNACLE IMPORTS	CS	12	
726452013824	CONTRNO FNTNO BROLO SRI GNSTRA 	CONTERNO FANTINO BAROLO SORI GINESTRA 2012	EMPSON USA INC	750 ML	78	11655010	PINNACLE IMPORTS	CS	6	
726452014111	PIETRADOLCE ETNA BIANCO 2014	PIETRADOLCE ETNA BIANCO 2014	EMPSON USA INC	750 ML	18	116554	PINNACLE IMPORTS	CS	12	
727760503571	EINBECKER PILSNER 5L PARTY KEG	EINBECKER PILSNER 5L PARTY KEG	B. UNITED	5 L		301761	PINNACLE IMPORTS	EA	1	
727760503571	CH VRAI CAILLOU 2011 BLANC	CH. VRAI CAILLOU 2011 BLANC	PINNACLE IMPORTS	750 ML	14.25	114110	PINNACLE IMPORTS	CS	12	
727760504462	ELDERTON E SERIES SHIRAZ 2014	ELDERTON E SERIES SHIRAZ 2014	BROADBENT SELECTIONS	750 ML	15.75	126013	PINNACLE IMPORTS	CS	12	
727760504547	ELDERTON COMMAND SHIRAZ 2010	ELDERTON COMMAND SHIRAZ 2010	BROADBENT SELECTIONS	750 ML	74.25	126010	PINNACLE IMPORTS	CS	6	
727760505926	ELDERTON ESTATE CAB 2013	ELDERTON ESTATE CABERNET 2013	BROADBENT SELECTIONS	750 ML	21	126015	PINNACLE IMPORTS	CS	12	
727760508484	ELDERTON E SERIES CHARD 2014	ELDERTON E SERIES CHARD 2014	BROADBENT SELECTIONS	750 ML	12	126016	PINNACLE IMPORTS	CS	12	
729188943007	LAKE SONOMA CAB 2015	LAKE SONOMA CAB 2015	VALLEY OF THE MOON	750 ML	19.5	101910	PINNACLE IMPORTS	CS	12	
729188948002	LAKE SONOMA SAUV BLANC 2012	LAKE SONOMA SAUVIGNON BLANC 2012	VALLEY OF THE MOON	750 ML	13.5	101911	PINNACLE IMPORTS	CS	12	
730429000014	TANGENT SAUV BLANC 2014	TANGENT SAUV BLANC 2014	NIVEN FAMILY WINES	750 ML	12	103910	PINNACLE IMPORTS	CS	12	
730429000045	TANGENT ALBARINO 2014	TANGENT ALBARINO 2014	NIVEN FAMILY WINES	750 ML	12.75	103890	PINNACLE IMPORTS	CS	12	
730429200988	ABBAYE DE SAINT BONCHIEN 2011	ABBAYE DE SAINT BON-CHIEN 2011	B. UNITED	24.5 OZ		119830	PINNACLE IMPORTS	CS	6	
730429200988	BAILEYANA CHARD 2015	BAILEYANA CHARD 2015	NIVEN FAMILY WINES	750 ML	17.25	115810	PINNACLE IMPORTS	CS	12	
730429851104	ZOCKER GRUNER VELTLINER 2014	ZOCKER GRUNER VELTLINER 2014	NIVEN FAMILY WINES	750 ML	15	115200	PINNACLE IMPORTS	CS	12	
730429950012	TRE MYTH EDNA VALLEY CHRDNY 15	TRUE MYTH EDNA VALLEY CHRDNY 2015	NIVEN FAMILY WINES	750 ML	12	115831	PINNACLE IMPORTS	CS	12	
730429950029	TRE MYTH PSO ROBLS CAB SAUV 15	TRUE MYTH PASO ROBLES CABERNET SAUVIGNON 2015	NIVEN FAMILY WINES	750 ML	16.5	115832	PINNACLE IMPORTS	CS	12	
736040517184	CANYON OAKS CHRDNY 15L 2016	CANYON OAKS CHRDNY 1.5L 2016	ASV WINES	1.5 L	9.75	100750	PINNACLE IMPORTS	CS	6	
736040517184	QUINTA DE SANTA EUFEMIA LBV PORT	QUINTA DE SANTA EUFEMIA LBV PORT	MHW/ BAYFIELD	375 ML	25.5	105460	PINNACLE IMPORTS	CS	12	
736211151155	KNEE DEEP TANILLA PORTER BOMBER	KNEE DEEP TANILLA PORTER BOMBER	KNEE DEEP BREWING CO.	22 OZ		1438	PINNACLE IMPORTS	CS	12	
736211151353	KNEE DEEP HOP TRIO 3X IPA BOMBER	KNEE DEEP HOP TRIO 3X IPA BOMBER	KNEE DEEP BREWING CO.	22 OZ		1444	PINNACLE IMPORTS	CS	12	
736211628763	KNEE HOPTOLGST DPA (BMBR) 1222Z	KNEE DEEP HOPTOLOGIST DIPA (BOMBER) / 12/22OZ	KNEE DEEP BREWING CO.	22 OZ		127200	PINNACLE IMPORTS	CS	12	
736211628961	KNEE DEP BRKNG IPA (BMBR) 1222Z	KNEE DEEP BREAKING BUD IPA (BOMBER) / 12/22OZ	KNEE DEEP BREWING CO.	22 OZ		127230	PINNACLE IMPORTS	CS	12	
736211629067	KNEE MIDNGHT HPPYNSS IMPRL BMBR	KNEE DEEP MIDNIGHT HOPPYNESS IMPERIAL BLK RYE IPA BOMBER	KNEE DEEP BREWING CO.	22 OZ		1443	PINNACLE IMPORTS	CS	12	
736211629265	KNEE DEP SMTRA IPA (BMBR) 1222Z	KNEE DEEP SIMTRA 3X IPA (BOMBER) / 12/22OZ	KNEE DEEP BREWING CO.	22 OZ		127220	PINNACLE IMPORTS	CS	12	
737398016206	SCHNEDR WEISSE ORIGINAL 20169OZ	SCHNEIDER WEISSE ORIGINAL 20/16.9OZ	B. UNITED	16.9 OZ		303090	PINNACLE IMPORTS	CS	20	
737398018200	AVNTNS WEIZENDOPPLBOCK 20169OZ	AVENTINUS WEIZEN-DOPPELBOCK 20/16.9OZ	B. UNITED	16.9 OZ		302960	PINNACLE IMPORTS	CS	20	
737686040012	DCBD HWLL MOUNTN ZINFANDEL 11	D-CUBED HOWELL MOUNTAIN ZINFANDEL 2011	D-CUBED CELLARS INC.	750 ML	30	10091009	PINNACLE IMPORTS	CS	12	
737686040012	DCBD KORTE RANCH ZINFANDEL 10	D-CUBED KORTE RANCH ZINFANDEL 2010	D-CUBED CELLARS INC.	750 ML	24	100920	PINNACLE IMPORTS	CS	12	
737686040012	MONTANA CRIANZA 2014	MONTANA CRIANZA 2014	CLASSICAL WINES	750 ML	12.75	111022	PINNACLE IMPORTS	CS	12	
737686040043	MONTANA RESERVA RIOJA 2012	MONTANA RESERVA RIOJA 2012	CLASSICAL WINES	750 ML	16.5	111012	PINNACLE IMPORTS	CS	12	
737686060096	VINA GORMAZ TEMPRANILLO 2015	VINA GORMAZ TEMPRANILLO 2015	CLASSICAL WINES	750 ML	12.75	110890	PINNACLE IMPORTS	CS	12	
737686070019	MORGDO ALBARINO RIAS BAIXAS 15	MORGADIO ALBARINO RIAS BAIXAS 2015	CLASSICAL WINES	750 ML	18	110832	PINNACLE IMPORTS	CS	12	
737686070033	MORGDO LGDO DL CNDE ALBRINO 15	MORGADIO LEGADO DEL CONDE ALBARINO 2015	CLASSICAL WINES	750 ML	15.75	110831	PINNACLE IMPORTS	CS	12	
737686080018	CAN FEIXES BIANCO 2016	CAN FEIXES BIANCO 2016	CLASSICAL WINES	750 ML	13.5	115470	PINNACLE IMPORTS	CS	12	
737686080049	CAN FEIXES NEGRA TRADICCIO 2008	CAN FEIXES NEGRA TRADICCIO 2008	CLASSICAL WINES	750 ML	20.25	115471	PINNACLE IMPORTS	CS	12	
737686132043	PRINCIPE DE VIANA GARNACHA 2016	PRINCIPE DE VIANA GARNACHA 2016	CLASSICAL WINES	750 ML	9	110895	PINNACLE IMPORTS	CS	12	
737686132076	PRINCIPE DE VIANA CHRDNY 2014	PRINCIPE DE VIANA CHRDNY 2014	CLASSICAL WINES	750 ML	12	110891	PINNACLE IMPORTS	CS	12	
737686140019	AGAPITO RICO CARCHELO 2012	AGAPITO RICO CARCHELO 2012	CLASSICAL WINES	750 ML	13.5	110620	PINNACLE IMPORTS	CS	12	
737686160017	DON PX PEDRO XIMENEZ 2014 375ML	DON PX PEDRO XIMENEZ 2014 375ML	CLASSICAL WINES	375 ML	19.5	105871	PINNACLE IMPORTS	CS	12	
737686160031	DN PX PDRO XIMENEZ GRAN RES 87	DON PX PEDRO XIMENEZ GRAN RES 1987	CLASSICAL WINES	750 ML	48.75	105885	PINNACLE IMPORTS	CS	6	
737686160031	DN PX PDRO XMENZ GRN RESRVA 87	DON PX PEDRO XIMENEZ GRAN RESERVA 1987	CLASSICAL WINES	750 ML	48.75	105880	PINNACLE IMPORTS	CS	12	
737686160048	PDRO XMENZ GRN RESRVA 87 375ML	DON PX PEDRO XIMENEZ GRAN RESERVA 1987 375ML	CLASSICAL WINES	375 ML	28.5	10587002	PINNACLE IMPORTS	CS	12	
737686281019	LSADA VNS FNCA PAJRO ROJO MNCA 	LOSADA VINOS DE FINCA EL PAJARO ROJO MENCIA 2014	CLASSICAL WINES	750 ML	12.75	110460	PINNACLE IMPORTS	CS	12	
737686281026	LSADA VINOS FINCA MENCIA 14	LOSADA VINOS DE FINCA MENCIA 2014	CLASSICAL WINES	750 ML	18	110450	PINNACLE IMPORTS	CS	12	
737686311013	BDGS YSTE ARRA MANZANILLA SHERRY	BODEGAS YUSTE AURORA MANZANILLA SHERRY	CLASSICAL WINES	500 ML	15.75	127461	PINNACLE IMPORTS	CS	12	
737686381033	LSADA VNS FNCA ALTS LOSADA 11	LOSADA VINOS DE FINCA ALTOS LOSADA 2011 6PK	CLASSICAL WINES	750 ML	28.5	11688006	PINNACLE IMPORTS	CS	6	
737868050011	MONTMARCAL CAVA BRUT ROSE 2012	MONT-MARCAL CAVA BRUT ROSE 6PK 2012	CLASSICAL WINES	750 ML	15	110760	PINNACLE IMPORTS	CS	6	
737868132052	PRINCPE VANA TINTO CRIANZA 10	PRINCIPE DE VIANA TINTO CRIANZA 2010	CLASSICAL WINES	750 ML	12	110892	PINNACLE IMPORTS	CS	12	
740216126094	BR CHN SILVR LABEL CAB SAUV 16	BR COHN SILVER LABEL CAB SAUV 2016	VINTAGE WINE ESTATES	750 ML	18.75	10041112	PINNACLE IMPORTS	CS	12	
740216135126	ALCHEMIST CHRDNY 2013	ALCHEMIST CHRDNY 2013	UNION WINE COMPANY	750 ML	23.25	116335	PINNACLE IMPORTS	CS	12	
740216241100	BR CHN SLVR LABEL CHARD RRV 16	BR COHN SILVER LABEL CHARD RRV 2016	VINTAGE WINE ESTATES	750 ML	15.75	100420	PINNACLE IMPORTS	CS	12	
740216241100	ALCHEMIST PN NOIR 2014	ALCHEMIST PINOT NOIR 2014	UNION WINE COMPANY	750 ML	23.25	116330	PINNACLE IMPORTS	CS	12	
740216443016	BR COHN SILVER LABEL PN 2016	BR COHN SILVER LABEL PN 2016	VINTAGE WINE ESTATES	750 ML	18.75	100425	PINNACLE IMPORTS	CS	12	
744598136795	SCHUG ROUGE DE NOIR 2013	SCHUG ROUGE DE NOIR 2013	SCHUG CARNEROS ESTATE WINERY	750 ML	24	103301	PINNACLE IMPORTS	CS	12	
744598139727	SCHUG CARNEROS CHRDNY 2016	SCHUG CARNEROS CHRDNY 2016	SCHUG CARNEROS ESTATE WINERY	750 ML	21.75	103260	PINNACLE IMPORTS	CS	12	
744598141737	SCHUG CARNEROS PN NOIR 2016	SCHUG CARNEROS PINOT NOIR 2016	SCHUG CARNEROS ESTATE WINERY	750 ML	21.75	10330012	PINNACLE IMPORTS	CS	12	
744598141737	SCHG SONMA COAST SAUV BLANC 16	SCHUG SONOMA COAST SAUVIGNON BLANC 2016	SCHUG CARNEROS ESTATE WINERY	750 ML	15.75	12044013	PINNACLE IMPORTS	CS	12	
744598142727	THORNBRIDGE KIPLING 12  169 OZ	THORNBRIDGE KIPLING 12 / 16.9 OZ	B. UNITED	16.9 OZ		117850	PINNACLE IMPORTS	CS	12	
744598142727	SCHUG SONOMA COAST CHRDNY 2016	SCHUG SONOMA COAST CHRDNY 2016	SCHUG CARNEROS ESTATE WINERY	750 ML	18.75	10328112	PINNACLE IMPORTS	CS	12	
744598147715	THORNBRIDGE HALL JAIPUR 30L KEG	THORNBRIDGE HALL JAIPUR 30L KEG	B. UNITED	30.0 L		304920	PINNACLE IMPORTS	EA	1	
744598147715	SCHG HERTGE RESERVE CB SAUV 13	SCHUG HERITAGE RESERVE CABERNET SAUVIGNON 2013	SCHUG CARNEROS ESTATE WINERY	750 ML	40.5	103240	PINNACLE IMPORTS	CS	12	
744598147715	SCHG HERTGE RESERVE PN NOIR 10	SCHUG HERITAGE RESERVE PINOT NOIR 2010	SCHUG CARNEROS ESTATE WINERY	750 ML	32.25	10324110	PINNACLE IMPORTS	CS	12	
744598147715	SCHUG SONOMA VALLEY MERLOT 2012	SCHUG SONOMA VALLEY MERLOT 2012	SCHUG CARNEROS ESTATE WINERY	750 ML	21.75	10329010	PINNACLE IMPORTS	CS	12	
744598147784	SCHUG SONOMA COAST PN NOIR 2016	SCHUG SONOMA COAST PINOT NOIR 2016	SCHUG CARNEROS ESTATE WINERY	750 ML	18.75	11845013	PINNACLE IMPORTS	CS	12	
744598149771	THORNBRIDGE KIPLING 30L KEG	THORNBRIDGE KIPLING 30L KEG	B. UNITED	30.0 L		124060	PINNACLE IMPORTS	EA	1	
744598149771	THORNBRDGE RAVEN BLK IPA 30L KEG	THORNBRIDGE RAVEN BLK IPA 30L KEG	B. UNITED	30.0 L		124020	PINNACLE IMPORTS	EA	1	
746675119813	FOGARTY WINERY CHRDNY 2012	FOGARTY WINERY CHRDNY 2012	THOMAS FOGARTY WINERY	750 ML	23.25	10481112	PINNACLE IMPORTS	CS	12	
746675209828	BRWRJ VERHEGHE BRBE BLGN 5.2GL	BROUWERIJ VERHAEGHE BARBE RUBY BELGIAN STOUT 5.2GAL	D & V INTERNATIONAL	5.16667GA L		304812	PINNACLE IMPORTS	EA	1	
746675209828	FGRTY WINERY GEWURZTRAMINER 13	FOGARTY WINERY GEWURZTRAMINER 2013	THOMAS FOGARTY WINERY	750 ML	14.25	104813	PINNACLE IMPORTS	CS	12	
746675309719	BRWRJ VERHEGHE BRBE BLGN 5.2GL	BROUWERIJ VERHAEGHE BARBE BLK BELGIAN STOUT 5.2GAL	D & V INTERNATIONAL	5.16667GA L		304811	PINNACLE IMPORTS	EA	1	
746675309719	FOGARTY WINERY PN NOIR 2012	FOGARTY WINERY PINOT NOIR 2012	THOMAS FOGARTY WINERY	750 ML	28.5	104812	PINNACLE IMPORTS	CS	12	
748294423456	DE DOLLE ARABIER112	DE DOLLE ARABIER 20PK/11.2	B. UNITED	11.2 OZ		301420	PINNACLE IMPORTS	CS	20	
748294423807	DLLE EVL ARBR HPPY TCH OF LMN11	DE DOLLE EVIL ARABIER SOUR HOPPY W/ TOUCH OF LEMON 20PK/11	B. UNITED	11.2 OZ		301421	PINNACLE IMPORTS	CS	20	
748294423807	KWV ROODEBERG BLANC 2008	KWV ROODEBERG BLANC 2008	AMERICAN SPIRITS/KWV	750 ML	12	111140	PINNACLE IMPORTS	CS	12	
750101330277	VERGANO AMERICANO	VERGANO AMERICANO	LOUIS-DRESSNER	500 ML	30	125820	PINNACLE IMPORTS	CS	6	
750428213574	BESLLUM MONTSANT 2011	BESLLUM MONTSANT 2011	FRONTIER IMPORTS	750 ML	14.25	115630	PINNACLE IMPORTS	CS	12	
750428216872	BDGS RAFL CAMBRA SOPLO GARNACHA 	BODEGAS RAFAEL CAMBRA SOPLO GARNACHA 2010	FRONTIER IMPORTS	750 ML	9.75	115680	PINNACLE IMPORTS	CS	12	
751527240430	PENLY GRYPHN MRLT CONAWARRA 09	PENLEY GRYPHON MERLOT COONAWARRA 2009	OLD BRIDGE CELLARS	750 ML	16.5	108390	PINNACLE IMPORTS	CS	12	
759198000049	VINUM WHT ELEPHANT BLEND 2013	VINUM WHITE ELEPHANT BLEND 2013	WINESELLERS LTD.	750 ML	15	104180	PINNACLE IMPORTS	CS	12	
759198000063	VINUM RD DIRT RD BLEND 2013	VINUM RD DIRT RD BLEND 2013	WINESELLERS LTD.	750 ML	14.25	115190	PINNACLE IMPORTS	CS	12	
759198001022	VINUM PETITE SIRAH 2012	VINUM PETITE SIRAH 2012	WINESELLERS LTD.	750 ML	11.25	104160	PINNACLE IMPORTS	CS	12	
759198001138	VNM CLLRS CLRKSBRG CHNN BLNC 14	VINUM CELLARS CLARKSBURG CHENIN BLANC 2014	WINESELLERS LTD.	750 ML	10.5	118631	PINNACLE IMPORTS	CS	12	
759198001145	VINUM ROSE 2016	VINUM ROSE 2016	WINESELLERS LTD.	750 ML	8.33	1598	PINNACLE IMPORTS	CS	12	
759198001152	VNM CELLRS MONTEREY PN NOIR 16	VINUM CELLARS MONTEREY PINOT NOIR 2016	WINESELLERS LTD.	750 ML	11.25	10414013	PINNACLE IMPORTS	CS	12	
759198101142	VNM CLLRS MNTERY CHRDNY NW LBL	VINUM CELLARS MONTEREY CHRDNY 2015 NEW LABEL	WINESELLERS LTD.	750 ML	11.25	104130	PINNACLE IMPORTS	CS	12	
759198101142	BCHRD MEURSAULT LES CLOUS D 13	BOUCHARD MEURSAULT LES CLOUS D 2013	HENRIOT INC.	750 ML	50	112522	PINNACLE IMPORTS	CS	12	
760758103735	THRNBRDGE JPR 10TH ANNVRSRY 30L	THORNBRIDGE HALL JAIPUR 10TH ANNIVERSARY X 30L KEG	B. UNITED	30.0 L		304922	PINNACLE IMPORTS	EA	1	
760758103735	RYNLDS FMLY LS CRNRS PN NOR 11	REYNOLDS FAMILY LOS CARNEROS PINOT NOIR 2011	REYNOLDS FAMILY	750 ML	39	10320011	PINNACLE IMPORTS	CS	12	
761666000086	CNYN OKS WHT ZINFANDEL 15L 15	CANYON OAKS WHITE ZINFANDEL 1.5L 2015	ASV WINES	1.5 L	9.75	100780	PINNACLE IMPORTS	CS	6	
761666000086	ALVNNE OLD PDGE BLGN IMPRL STOUT	ALVINNE OLD PODGE BELGIAN IMPERIAL STOUT 12PK	B. UNITED	16.9 OZ		124592	PINNACLE IMPORTS	CS	12	
761666000130	CANYON OAKS CAB 2016	CANYON OAKS CAB 2016	ASV WINES	750 ML	6	100650	PINNACLE IMPORTS	CS	12	
761666000147	CANYON OAKS MERLOT 2016	CANYON OAKS MERLOT 2016	ASV WINES	750 ML	6	100680	PINNACLE IMPORTS	CS	12	
761666000161	ALVINNE BALTHAZAR	ALVINNE BALTHAZAR	B. UNITED	11.2 OZ		124591	PINNACLE IMPORTS	CS	24	
761666000161	CANYON OAKS WHT ZIN 2016	CANYON OAKS WHITE ZIN 2016	ASV WINES	750 ML	6	100710	PINNACLE IMPORTS	CS	12	
761666000178	ALVNNE BALTHAZR COLLCTN CHT CRI	ALVINNE BALTHAZAR OAK COLLECTION CHAT LE CROI	B. UNITED	16.9 OZ		124596	PINNACLE IMPORTS	CS	12	
761666000178	CANYON OAKS ZINFANDEL 2011	CANYON OAKS ZINFANDEL 2011	ASV WINES	750 ML	6	100720	PINNACLE IMPORTS	CS	12	
761666000185	CANYON OAKS CHARD 2016	CANYON OAKS CHARD 2016	ASV WINES	750 ML	6	100660	PINNACLE IMPORTS	CS	12	
761666000253	CROW CANYON CAB SAUV 2016	CROW CANYON CABERNET SAUVIGNON 2016	ASV WINES	750 ML	6	100540	PINNACLE IMPORTS	CS	12	
761666000260	CROW CANYON CHARD 2016	CROW CANYON CHARD 2016	ASV WINES	750 ML	6	115910	PINNACLE IMPORTS	CS	12	
761666000376	BIRRA DEL BORGO SEDICIGRADI	BIRRA DEL BORGO SEDICIGRADI	B. UNITED	11.2 OZ		121495	PINNACLE IMPORTS	CS	12	
761666000376	MUIRWOOD PN NOIR 2012	MUIRWOOD PINOT NOIR 2012	ASV WINES	750 ML	12	102520	PINNACLE IMPORTS	CS	12	
761666001007	CANYON OAKS MOSCATO 2016	CANYON OAKS MOSCATO 2016	ASV WINES	750 ML	6	100700	PINNACLE IMPORTS	CS	12	
761666001212	MONTOYA PN NOIR 2013	MONTOYA PINOT NOIR 2013	ASV WINES	750 ML	12	102410	PINNACLE IMPORTS	CS	12	
761666001335	MONTOYA CAB 2014	MONTOYA CAB 2014	ASV WINES	750 ML	12.75	102400	PINNACLE IMPORTS	CS	12	
761666001694	CANYON OAKS MOSCATO 15L 2014	CANYON OAKS MOSCATO 1.5L 2014	ASV WINES	1.5 L	9.75	100770	PINNACLE IMPORTS	CS	6	
761666001694	ALVNNE MRPHS WLD UNDRESSD 112OZ	ALVINNE MORPHEUS WILD UNDRESSED 24PK 11.2OZ	B. UNITED	11.2 OZ		124590	PINNACLE IMPORTS	CS	24	
767749002015	DRENBERG OLIVE GROVE CHRDNY 11	DARENBERG OLIVE GROVE CHRDNY 2011	OLD BRIDGE CELLARS	750 ML	15	10822011	PINNACLE IMPORTS	CS	12	
767749002022	DRENBRGHI TRLLIS CAB SAUV 13	DARENBERG HIGH TRELLIS CAB SAUV 2013	OLD BRIDGE CELLARS	750 ML	16.5	10815011	PINNACLE IMPORTS	CS	12	
767749002039	DARENBERG FOOTBOLT SHIRAZ 2014	DARENBERG FOOTBOLT SHIRAZ 2014	OLD BRIDGE CELLARS	750 ML	16.5	10814011	PINNACLE IMPORTS	CS	12	
767749002046	DARENBERG DARRYS ORIGINAL 2013	DARENBERG DARRYS ORIGINAL 2013	OLD BRIDGE CELLARS	750 ML	16.5	10812010	PINNACLE IMPORTS	CS	12	
767749002053	DRENBERG CUSTODIAN GRENACHE 12	DARENBERG CUSTODIAN GRENACHE 2012	OLD BRIDGE CELLARS	750 ML	16.5	108141	PINNACLE IMPORTS	CS	12	
767749002060	DARENBERG DEAD ARM SHIRAZ 2013	DARENBERG DEAD ARM SHIRAZ 2013 6PK	OLD BRIDGE CELLARS	750 ML	51.25	10813010	PINNACLE IMPORTS	CS	6	
767749002275	DRENBRG STMP JMP GRNSHRZMUV 13	DARENBERG STUMP JUMP GREN/SHIRAZ/MOUV 2013	OLD BRIDGE CELLARS	750 ML	10.5	108180	PINNACLE IMPORTS	CS	12	
767749002282	DARENBERG STUMP JUMP WHT 2016	DARENBERG STUMP JUMP WHITE 2016	OLD BRIDGE CELLARS	750 ML	10.5	108230	PINNACLE IMPORTS	CS	12	
767749002299	DARENBERG LAUGHING MAGPIE 2009	DARENBERG LAUGHING MAGPIE 2009	OLD BRIDGE CELLARS	750 ML	25.5	122410	PINNACLE IMPORTS	CS	6	
767749002299	LIQUID FARM WHT HILL CHRDNY 2015	LIQUID FARM WHITE HILL CHRDNY 2015	LIQUID FARM	750 ML	33	125581	PINNACLE IMPORTS	CS	12	
767749002312	DRENBRG HRMT CRB VIGNERMARSNNE 	DARENBERG HERMIT CRAB VIOGNIER/MARSANNE 2016	OLD BRIDGE CELLARS	750 ML	15.75	108200	PINNACLE IMPORTS	CS	12	
767749002442	DARENBERG LOVEGRASS 2012	DARENBERG LOVEGRASS 2012	OLD BRIDGE CELLARS	750 ML	16.5	10816010	PINNACLE IMPORTS	CS	12	
767749002558	DARENBERG STUMP JUMP SHIRAZ 2014	DARENBERG STUMP JUMP SHIRAZ 2014	OLD BRIDGE CELLARS	750 ML	10.5	1081911	PINNACLE IMPORTS	CS	12	
767749002602	DRENBRG STUMP JUMP RIESLING 15	DARENBERG STUMP JUMP RIESLING 2015	OLD BRIDGE CELLARS	750 ML	10.5	121450	PINNACLE IMPORTS	CS	12	
767749008642	INNOCENT BYSTANDER PN NOIR 2016	INNOCENT BYSTANDER PINOT NOIR 2016	OLD BRIDGE CELLARS	750 ML	17.25	127451	PINNACLE IMPORTS	CS	12	
